iter	MAPE	RMSE
200	0.01124422778	0.1847418925
201	0.01123746831	0.1846491909
202	0.01122644037	0.1844828074
203	0.01121967789	0.1843760712
204	0.01120697538	0.1841557966
205	0.01119467561	0.1839644788
206	0.01118491904	0.1838235986
207	0.01117748027	0.1837145918
208	0.01116382283	0.183513738
209	0.01115392251	0.1833479468
210	0.01114723428	0.1832429136
211	0.01113494339	0.1830646111
212	0.01112845418	0.1829689702
213	0.01111729008	0.1827713609
214	0.01111137214	0.1826784109
215	0.01110763103	0.1826139365
216	0.01109993327	0.1825008361
217	0.01109623856	0.1824299036
218	0.01108376011	0.1822217524
219	0.0110727221	0.1820830658
220	0.01105609238	0.1818431227
221	0.0110422234	0.1816408461
222	0.0110332995	0.1815039944
223	0.01102495675	0.1813714505
224	0.01101962397	0.1812882758
225	0.01100837733	0.1810769498
226	0.0109994286	0.1809495318
227	0.01099230035	0.1808408335
228	0.01097829338	0.1806263538
229	0.01097331527	0.1805386901
230	0.01096764859	0.1804638374
231	0.01095998347	0.1803423234
232	0.01094918935	0.1801686612
233	0.01094173897	0.1800552695
234	0.01093378094	0.1799316519
235	0.01091991384	0.1797122957
236	0.01090917399	0.1795691664
237	0.01089775417	0.1793829615
238	0.0108921324	0.179297715
239	0.01088230134	0.1791514427
240	0.01087814192	0.1790697949
241	0.01087099603	0.1789593867
242	0.01086908089	0.1789263303
243	0.01085272126	0.178682571
244	0.01084478535	0.1785553451
245	0.01084069747	0.1784919948
246	0.01083352743	0.1783960396
247	0.01082845194	0.1783205432
248	0.01082196323	0.1782173773
249	0.01081492313	0.1780948492
250	0.01080276848	0.1779217912
251	0.01079663188	0.1778210084
252	0.01079233674	0.1777456396
253	0.01077509944	0.1774773313
254	0.01076555458	0.1773353901
255	0.01075648755	0.1771818332
256	0.01074693066	0.1770210544
257	0.01073580795	0.1768458291
258	0.01073016057	0.1767673815
259	0.01071416954	0.1765319056
260	0.01070769699	0.1764160839
261	0.01070116851	0.1763141114
262	0.01069812566	0.1762631566
263	0.01068514665	0.1760438169
264	0.0106791758	0.17595585
265	0.01067355963	0.1758520254
266	0.01066767939	0.1757710608
267	0.01066164101	0.1756664501
268	0.0106487573	0.1754714532
269	0.01064395503	0.175406053
270	0.01063786033	0.1753108565
271	0.01062677189	0.1751217549
272	0.01062275205	0.1750576379
273	0.0106196516	0.175011061
274	0.01060584305	0.1748220151
275	0.01059961592	0.1747375825
276	0.01059424396	0.1746592031
277	0.01059090778	0.1746036345
278	0.01057314136	0.1743392981
279	0.01056415075	0.1742023456
280	0.01055961536	0.1741269071
281	0.01055224306	0.1740140451
282	0.01054686636	0.1739324031
283	0.01054119534	0.1738518366
284	0.01053838288	0.1738111616
285	0.01053434858	0.1737533008
286	0.01053104914	0.1736928501
287	0.01052233559	0.1735232037
288	0.01051380798	0.1733965284
289	0.01049923264	0.1731771956
290	0.01049291516	0.1730850807
291	0.01048889296	0.1730195975
292	0.01047563161	0.172818058
293	0.01046408605	0.172622044
294	0.01045392618	0.1724385502
295	0.01044972893	0.172360071
296	0.01044469364	0.1722805271
297	0.01044110598	0.1722203182
298	0.01043918308	0.1721945287
299	0.01042933385	0.172049976
300	0.01042361765	0.1719649183
301	0.01041855969	0.1718823556
302	0.01041114132	0.1717599018
303	0.0104060788	0.1716653948
304	0.01040096209	0.17158893
305	0.01039687123	0.1715308442
306	0.01038096008	0.1712881004
307	0.01037755633	0.1712207792
308	0.01037177157	0.1711358044
309	0.01036729909	0.1710601283
310	0.01035404504	0.1708681351
311	0.01035132398	0.1708147742
312	0.01034720282	0.1707528268
313	0.01033893714	0.170637595
314	0.01033754366	0.1706105015
315	0.01033502245	0.1705726488
316	0.01032622432	0.1704451691
317	0.01032065516	0.1703565534
318	0.01031071046	0.1701817026
319	0.01030396015	0.1700641254
320	0.01028964399	0.1698454755
321	0.01028194191	0.1696997584
322	0.01027263153	0.1695741696
323	0.01026652744	0.1694613848
324	0.01026214503	0.1693953751
325	0.01025465812	0.1693002676
326	0.01024920687	0.1692166872
327	0.01023819612	0.1690493282
328	0.0102349973	0.1690007208
329	0.010226497	0.1688595771
330	0.01021860735	0.1687470048
331	0.0102147696	0.1686744817
332	0.01021108177	0.1686177754
333	0.01020228209	0.1684643816
334	0.01019715392	0.1683968685
335	0.01019037279	0.1682956668
336	0.01018706871	0.1682430617
337	0.0101704198	0.1680096614
338	0.01015918523	0.1678285805
339	0.01015458843	0.1677532572
340	0.01014441883	0.1675737164
341	0.01013687416	0.1674441527
342	0.01013115422	0.1673574309
343	0.01011902263	0.1671690236
344	0.01011535823	0.1671047983
345	0.01010260723	0.166912456
346	0.01009516141	0.166795559
347	0.01009151175	0.1667417243
348	0.01008583963	0.1666494087
349	0.01007917515	0.1665395322
350	0.01006975949	0.166391441
351	0.01006306515	0.166285572
352	0.01005457427	0.1661542401
353	0.01004936271	0.166090018
354	0.01004702886	0.166051856
355	0.01003224327	0.1658283209
356	0.0100253175	0.1656865557
357	0.01002143464	0.1656111026
358	0.01001091016	0.1654602848
359	0.01000482464	0.165366486
360	0.009997241725	0.1652408467
361	0.009992454375	0.1651643113
362	0.009983281145	0.1650226077
363	0.00998068931	0.1649768491
364	0.009967419878	0.1647558543
365	0.009963435405	0.1646870471
366	0.009956112363	0.1645480802
367	0.009946534156	0.1644122257
368	0.009942779875	0.1643356126
369	0.009938022441	0.1642574042
370	0.009931813284	0.1641502543
371	0.009922692373	0.1640076584
372	0.009918489981	0.1639361543
373	0.009911545521	0.1638251376
374	0.009907967305	0.1637656605
375	0.009905659569	0.1637317079
376	0.009899797588	0.1636488824
377	0.009892473898	0.1635532352
378	0.009881728376	0.1633883088
379	0.009879339022	0.1633433165
380	0.00987066094	0.1632043015
381	0.009867658279	0.163157285
382	0.009865292019	0.1631233416
383	0.009857238084	0.1629904056
384	0.00984952831	0.1628819186
385	0.009843199888	0.1627766538
386	0.009836584835	0.1626725733
387	0.00983399048	0.1626221629
388	0.00982684004	0.1624994193
389	0.00981343444	0.1622932174
390	0.009808489844	0.1622244534
391	0.009804258755	0.1621541344
392	0.009795296209	0.162024565
393	0.009788583204	0.1619157876
394	0.009783531592	0.1618400357
395	0.009776462462	0.1617153478
396	0.009767859424	0.1616002539
397	0.009762473621	0.1615146237
398	0.009758716902	0.1614437203
399	0.009753551738	0.1613683639
400	0.009742844214	0.1612065006
401	0.009736214538	0.1611088981
402	0.00973020929	0.1610277911
403	0.009725852432	0.1609539652
404	0.009721343099	0.1608770678
405	0.009711558128	0.1607472548
406	0.009706657691	0.1606605943
407	0.009700391949	0.1605531222
408	0.009695872886	0.1604773992
409	0.009691458005	0.1604135268
410	0.009686234589	0.1603329565
411	0.009681076899	0.1602470871
412	0.009670404166	0.1600653323
413	0.009667295504	0.1600057041
414	0.009662610879	0.1599383497
415	0.009657014057	0.159856152
416	0.00965400474	0.1598118496
417	0.009648388404	0.1597249932
418	0.009643310776	0.1596520736
419	0.009639001351	0.159570511
420	0.009632668188	0.1594697556
421	0.009627853339	0.1593867683
422	0.009615324097	0.1591843405
423	0.009611491882	0.1591167919
424	0.009602319936	0.1589684104
425	0.009597933647	0.1588964964
426	0.009593639416	0.1588321429
427	0.009588820892	0.1587339072
428	0.009584377636	0.1586647942
429	0.009578901919	0.1585776516
430	0.009568263107	0.1584161314
431	0.009563409309	0.1583246267
432	0.009558831524	0.1582518836
433	0.009553243487	0.1581653785
434	0.0095470256	0.1580667218
435	0.009543813341	0.158009845
436	0.009541437817	0.1579712185
437	0.009537640934	0.1579212252
438	0.009532117161	0.1578402721
439	0.009528425481	0.1577786312
440	0.009521035667	0.1576659426
441	0.009514392528	0.1575624942
442	0.009510087278	0.157493166
443	0.009502120374	0.1573820912
444	0.009497814784	0.1572992851
445	0.009495220081	0.1572548772
446	0.009489532078	0.1571594214
447	0.009486163553	0.1570921523
448	0.009479220454	0.1569856056
449	0.009473667954	0.1568912111
450	0.009469922489	0.1568236712
451	0.009464789656	0.1567467363
452	0.009462248574	0.156698406
453	0.009459616943	0.1566526327
454	0.009454878492	0.1565720782
455	0.009452519269	0.1565270325
456	0.00944745634	0.1564501313
457	0.009442759931	0.1563630977
458	0.009438613719	0.1562919478
459	0.009436040932	0.1562582677
460	0.009432299023	0.1561867649
461	0.009430170269	0.1561486809
462	0.009427158723	0.1560854043
463	0.00942361958	0.1560299442
464	0.009417167682	0.1559300662
465	0.009415150085	0.1558877337
466	0.009410036503	0.1558100939
467	0.009399966748	0.1556489527
468	0.009392659558	0.1555415392
469	0.009389286852	0.1554908394
470	0.009382449937	0.1553716782
471	0.009378455471	0.1552999913
472	0.009372387408	0.1552067206
473	0.009369590888	0.1551628759
474	0.009366824472	0.1551169863
475	0.009359809244	0.1550186955
476	0.009357793888	0.1549865255
477	0.009355128122	0.1549393238
478	0.009348957821	0.1548476154
479	0.009336914682	0.1546734275
480	0.009334152271	0.1546248408
481	0.009330292394	0.1545553229
482	0.009324779772	0.1544731137
483	0.009319921186	0.1543929296
484	0.009317150984	0.1543445342
485	0.009314291652	0.1542919724
486	0.009309811084	0.1542314565
487	0.009305601537	0.1541665645
488	0.009302742454	0.1541120364
489	0.009299923239	0.1540725791
490	0.009291788451	0.1539539942
491	0.009288892209	0.1539102248
492	0.009284619867	0.1538520464
493	0.009280007468	0.1537851051
494	0.009275003509	0.153684513
495	0.009268915879	0.1535857828
496	0.009266043073	0.1535322649
497	0.009263576511	0.1534843277
498	0.009257754593	0.1533804364
499	0.009254377961	0.1533291911
500	0.009252063209	0.153288772
501	0.009247031913	0.1532025029
502	0.009237686844	0.1530497701
503	0.00923303364	0.1529780911
504	0.009228999923	0.1529112969
505	0.009226183794	0.1528622978
506	0.009220122125	0.1527555353
507	0.009215525925	0.1526776398
508	0.009213492249	0.1526405506
509	0.009207379053	0.1525379896
510	0.009203133482	0.152475215
511	0.009199171998	0.152416835
512	0.009192674312	0.1523076321
513	0.009191159309	0.1522845286
514	0.009185942207	0.1521945251
515	0.00918176753	0.1521173753
516	0.009177604705	0.1520519495
517	0.009173719334	0.1519922514
518	0.009168567818	0.1519251769
519	0.009166696614	0.1518889807
520	0.00916054715	0.1517869552
521	0.009155833417	0.1517062996
522	0.009152413897	0.1516433521
523	0.009150989015	0.1516199482
524	0.00914190272	0.151467248
525	0.009139358408	0.151428025
526	0.00913717369	0.1513816959
527	0.009135920368	0.1513592014
528	0.009131689233	0.151285899
529	0.009128720804	0.1512351879
530	0.009124792883	0.1511709555
531	0.009122981069	0.1511357794
532	0.009115900983	0.1510121339
533	0.009112758969	0.1509637839
534	0.009111239182	0.150938692
535	0.009107380252	0.1508767604
536	0.00910364758	0.1508074924
537	0.009099205342	0.150734905
538	0.009098462958	0.1507225205
539	0.00909171345	0.150605765
540	0.009087890239	0.1505442793
541	0.009083824168	0.1504684213
542	0.009079745218	0.1504100838
543	0.009070763877	0.1502585612
544	0.009066300173	0.1501789825
545	0.009060149444	0.1500946391
546	0.009053086259	0.1499635901
547	0.009049009958	0.1499025826
548	0.009043670681	0.1498192397
549	0.009039982872	0.1497631018
550	0.009037560362	0.1497193397
551	0.009033146337	0.1496402346
552	0.009029466706	0.1495772278
553	0.009027375973	0.1495387343
554	0.00902359949	0.1494659891
555	0.009017559345	0.1493898563
556	0.009015475198	0.1493507047
557	0.009009828741	0.1492624643
558	0.009005153764	0.149202148
559	0.009001946301	0.1491449044
560	0.008998953836	0.1490972689
561	0.008996080484	0.1490434804
562	0.008990988443	0.1489664595
563	0.00898724775	0.148886194
564	0.008983841014	0.1488349262
565	0.008980390946	0.1487749424
566	0.008977163444	0.1487168987
567	0.008972487731	0.1486589815
568	0.008965906177	0.1485472567
569	0.008963337537	0.1485004104
570	0.008961959428	0.1484803977
571	0.008956362522	0.1483960536
572	0.00895263825	0.1483360327
573	0.008950070766	0.1482897805
574	0.008947495906	0.1482446579
575	0.008944641722	0.1482055062
576	0.008939971694	0.1481426717
577	0.008936206495	0.1480769327
578	0.008932966664	0.1480271919
579	0.008927958041	0.1479564036
580	0.008925099693	0.1479054208
581	0.008923407754	0.1478728496
582	0.00892098508	0.147837537
583	0.00891982235	0.1478147006
584	0.008914878404	0.1477213441
585	0.008910429845	0.1476592092
586	0.00890786362	0.1476137889
587	0.0089031492	0.1475417162
588	0.008896713578	0.1474334877
589	0.008893563675	0.1473697489
590	0.008887570706	0.1472586834
591	0.008885097039	0.1472130449
592	0.00888306519	0.1471774903
593	0.008880983836	0.1471400534
594	0.008878989147	0.1471050757
595	0.008877440628	0.1470749055
596	0.008873698973	0.1470169074
597	0.008868390051	0.1469335709
598	0.00886710172	0.1469054409
599	0.008864012973	0.1468592139
600	0.008861609728	0.1468104776
601	0.00885778001	0.1467649779
602	0.008851360641	0.1466527998
603	0.008845468161	0.146552207
604	0.008841340594	0.1464881623
605	0.008835341917	0.1463953212
606	0.00883281995	0.1463521056
607	0.008828531769	0.1462834134
608	0.008824435002	0.1462238854
609	0.008819328685	0.1461338339
610	0.0088157177	0.146076849
611	0.008812117639	0.146017302
612	0.00880896305	0.1459646011
613	0.008805459686	0.1459180328
614	0.008802369979	0.1458584038
615	0.0087970033	0.1457615501
616	0.008796265403	0.1457502978
617	0.008792332779	0.1456776088
618	0.008789246536	0.1456273458
619	0.008785089626	0.1455496365
620	0.008780220881	0.1454799235
621	0.008778000892	0.1454399912
622	0.008775857322	0.1454030832
623	0.00877498546	0.1453872841
624	0.008772172328	0.1453281254
625	0.008769708485	0.1452925197
626	0.008765696877	0.1452267471
627	0.008763174157	0.145194963
628	0.008758572759	0.1451127509
629	0.008756622739	0.1450770168
630	0.008751730827	0.144999423
631	0.008749167784	0.1449628307
632	0.008745619184	0.144910154
633	0.008744814241	0.1448960123
634	0.008742546245	0.1448521407
635	0.008738106403	0.144793584
636	0.008735087361	0.144741446
637	0.008730750507	0.1446686388
638	0.008727677128	0.1446145787
639	0.008724124615	0.1445630242
640	0.008720565884	0.1445082893
641	0.00871889442	0.1444769219
642	0.008715228695	0.1444344373
643	0.008711698533	0.1443808651
644	0.008709033756	0.1443382137
645	0.008706043776	0.1442826428
646	0.008702658304	0.1442286061
647	0.008701400459	0.1442037873
648	0.008699073902	0.1441694101
649	0.008698481921	0.1441614063
650	0.008695229529	0.1440977953
651	0.008693931691	0.1440693683
652	0.008692072793	0.1440344459
653	0.00868872388	0.1439817307
654	0.008685760222	0.1439252381
655	0.00868374462	0.1438851578
656	0.008683027536	0.1438713972
657	0.008679567722	0.1438208334
658	0.008674425932	0.14374083
659	0.008670774699	0.1436824374
660	0.008667319191	0.1436329343
661	0.008663873282	0.1435617705
662	0.00865976813	0.1434970607
663	0.008656773997	0.1434485655
664	0.008653447292	0.1434028958
665	0.008649271615	0.1433269887
666	0.008646866564	0.1432860733
667	0.008645528824	0.1432568657
668	0.008639648247	0.1431500059
669	0.00863677588	0.1431046618
670	0.008634026645	0.143060109
671	0.00863208324	0.1430295272
672	0.008629216492	0.1429853577
673	0.008626889614	0.1429497886
674	0.008625420526	0.1429246498
675	0.008621699806	0.1428631309
676	0.008618577332	0.1428181757
677	0.008615734256	0.1427644206
678	0.008612590773	0.1427089917
679	0.008610355169	0.1426751653
680	0.008607337806	0.1426271259
681	0.008606256092	0.1425985877
682	0.008602465743	0.1425421726
683	0.008601217947	0.1425220763
684	0.008597210313	0.1424587301
685	0.008593094509	0.1423883224
686	0.008589194276	0.1423363491
687	0.008587425363	0.1423052923
688	0.008586213559	0.1422708314
689	0.008578947839	0.1421543362
690	0.008576778082	0.1421150562
691	0.008572346227	0.1420453782
692	0.008571469411	0.1420254871
693	0.008570544949	0.1420086851
694	0.008566613185	0.1419525976
695	0.008564390501	0.1419153402
696	0.008561665893	0.1418772268
697	0.008560391478	0.1418471029
698	0.008558743027	0.1418203942
699	0.008556110461	0.1417690441
700	0.008550416424	0.1416790011
701	0.008544382826	0.141601112
702	0.008541589747	0.1415621234
703	0.008539167763	0.1415245708
704	0.00853808868	0.1415071815
705	0.008535181378	0.1414591888
706	0.00853160127	0.1414122564
707	0.008528022512	0.1413524163
708	0.008526806064	0.1413276085
709	0.008523208519	0.1412604857
710	0.008519863799	0.141213734
711	0.008518473864	0.1411894104
712	0.00851418473	0.1411261955
713	0.008512246642	0.1410922174
714	0.008510316308	0.1410562911
715	0.008507788706	0.1410137607
716	0.008505582234	0.1409731241
717	0.008504603856	0.1409512093
718	0.008500254802	0.1408745741
719	0.008497983219	0.1408356526
720	0.008497598104	0.1408295494
721	0.00849397913	0.1407789419
722	0.008491507993	0.1407311252
723	0.008487262487	0.1406736848
724	0.00848358923	0.1406137837
725	0.008476735346	0.1405159145
726	0.008471890863	0.1404302321
727	0.008466483568	0.1403421948
728	0.008463293673	0.1402934245
729	0.008457946063	0.1402058033
730	0.0084552531	0.1401579145
731	0.008452748565	0.1401211763
732	0.00845096731	0.1400910061
733	0.008444091831	0.1399810079
734	0.00844113262	0.1399311945
735	0.008435138838	0.1398480614
736	0.008433215435	0.1398155527
737	0.00842913994	0.139741849
738	0.008425455447	0.1396775429
739	0.008419116932	0.1395759365
740	0.008415510988	0.1395198076
741	0.008411550471	0.1394503941
742	0.008409267285	0.1394167915
743	0.00840699845	0.1393833096
744	0.008405312096	0.1393547642
745	0.008402582365	0.1393074732
746	0.008400960228	0.1392792782
747	0.008398256438	0.1392230939
748	0.00839426586	0.1391495841
749	0.008392236639	0.1391117523
750	0.008389951156	0.1390744995
751	0.008387364673	0.1390296025
752	0.008385403315	0.1390028524
753	0.008380493234	0.1389376992
754	0.008377212815	0.1388909216
755	0.008372633056	0.1388066573
756	0.008371307967	0.1387857688
757	0.008370318518	0.1387539123
758	0.008366742012	0.1386961936
759	0.008360528446	0.138611871
760	0.008357874483	0.138563275
761	0.00835639124	0.138540249
762	0.008354726851	0.1384985863
763	0.008353943214	0.138473463
764	0.008349013737	0.1384066191
765	0.008346888372	0.1383701553
766	0.008344020651	0.1383312226
767	0.008341462421	0.1382948086
768	0.008338453288	0.1382417811
769	0.008336400731	0.1382164466
770	0.008333562775	0.1381726467
771	0.008327534295	0.1380825082
772	0.008324312763	0.1380270566
773	0.008321146236	0.1379754739
774	0.008319116578	0.1379375344
775	0.008317370985	0.1379143871
776	0.008314303528	0.1378491696
777	0.008311714622	0.1378017317
778	0.00830846779	0.1377460612
779	0.008307357386	0.1377237858
780	0.008304066298	0.1376694528
781	0.008302114862	0.1376328738
782	0.008299586592	0.137586064
783	0.008297918744	0.1375596243
784	0.008294725836	0.1375101937
785	0.008291526343	0.1374511948
786	0.008288959397	0.1373980971
787	0.008287617538	0.137372674
788	0.008285380429	0.1373306532
789	0.008281234091	0.1372677147
790	0.008279136324	0.1372331271
791	0.008276777859	0.1371849047
792	0.008272127335	0.1371135992
793	0.008268782627	0.13705674
794	0.008264039723	0.13697517
795	0.00826064639	0.1369234562
796	0.008259230575	0.1369043624
797	0.008257832036	0.136878781
798	0.008253869938	0.1368180537
799	0.008252733325	0.1367977881
800	0.008249769397	0.1367531947
801	0.008248199732	0.1367231068
802	0.008247297222	0.136707838
803	0.00824449836	0.1366675479
804	0.008243441447	0.1366488154
805	0.00824169901	0.1366229911
806	0.008238367971	0.136574996
807	0.008237159902	0.1365532828
808	0.008230929059	0.1364497661
809	0.008228161697	0.136396303
810	0.008225219159	0.1363536702
811	0.008220624375	0.1362835974
812	0.008218371373	0.1362468375
813	0.008215557469	0.1362062073
814	0.008214231857	0.1361868548
815	0.008209729828	0.1361242956
816	0.008205386179	0.1360436496
817	0.008204168467	0.1360248639
818	0.008203045062	0.1360065585
819	0.008200242895	0.1359630569
820	0.008198056492	0.1359319866
821	0.008195811217	0.1358937108
822	0.008194293439	0.1358699474
823	0.008191150386	0.1358257162
824	0.00818906359	0.1357913865
825	0.008186580688	0.1357560074
826	0.008183166612	0.1357039533
827	0.008181601766	0.1356834124
828	0.008179515867	0.1356495848
829	0.008178702715	0.1356332279
830	0.008176299572	0.1355880586
831	0.008174675965	0.1355578939
832	0.008171052517	0.1355012724
833	0.008169123622	0.1354742527
834	0.008167001704	0.1354434367
835	0.00816288682	0.135372246
836	0.008160626678	0.1353336798
837	0.008156097912	0.1352727741
838	0.008155204575	0.1352580732
839	0.008154726426	0.1352490756
840	0.008150154623	0.135172166
841	0.008149276811	0.1351595542
842	0.008145917745	0.1350955719
843	0.008142367455	0.1350388122
844	0.008139979995	0.1350032557
845	0.008137970876	0.134974435
846	0.008133521211	0.1349005929
847	0.008131711731	0.1348610588
848	0.008129996467	0.1348338215
849	0.008127690914	0.1347925326
850	0.008126600296	0.1347718504
851	0.008124721623	0.1347374625
852	0.008122125639	0.1346976735
853	0.008118994311	0.134649881
854	0.008117983084	0.1346259177
855	0.008113626812	0.1345536388
856	0.008111456848	0.1345096257
857	0.008109949654	0.1344722222
858	0.00810832284	0.1344465521
859	0.008106529876	0.1344106137
860	0.008105033743	0.13438569
861	0.008104812644	0.1343818944
862	0.008103550159	0.1343611295
863	0.008100096753	0.1342968965
864	0.008097557562	0.1342523172
865	0.008095041158	0.1342117699
866	0.008094031783	0.1341955264
867	0.008091235748	0.1341457383
868	0.008089853113	0.1341235062
869	0.008084530571	0.1340444817
870	0.008083284762	0.1340181454
871	0.008081981491	0.1339999556
872	0.00807997814	0.1339663007
873	0.008078316443	0.1339387522
874	0.008075834061	0.1338945891
875	0.008072750167	0.1338408815
876	0.008067841474	0.1337702172
877	0.00806568118	0.1337377718
878	0.008062939125	0.1336792597
